worker_id|worker_agreement|avg_worker_sentence_agreement|avg_annotation_count|high_cosine_fails
23503585|0.503370226493|0.777207190856|1.5625|1.0
27259708|0.357894736842|0.593608227966|1.5|0.0
22981457|0.253759398496|0.697599840036|2.8|0
4688131|0.711080373047|0.860676905613|1.02692307692|1.0
29411108|0.610987497351|0.843038784261|1.2|0.0
29354735|0.535041122431|0.811881704912|1.54428571429|0.0285714285714
29768955|0.70836775792|0.859660503358|1.05|0.333333333333
33427067|0.370492797524|0.512651053031|1.39|0
29618548|0.51176736912|0.578289873839|1.01225114855|0.411764705882
33330229|0.662561576355|0.756715995732|1.0|1.0
30184706|0.685621746946|0.837362974931|1.10571428571|0.0714285714286
26544151|0.338587728061|0.68730441641|2.1|0.0
30782237|0.833157894737|0.924913580573|1.0|0
30379067|0.300475268439|0.376848599486|1.15|0
30000442|0.50894319654|0.765274309268|1.56666666667|0.0
34456752|0.355349301874|0.609467621966|1.995|0.0
34650780|0.759482160535|0.919063557267|1.10769230769|0.0
7385617|0.772359544037|0.918071147968|1.07458563536|0.125
34818542|0.00263157894737|0.00389249472081|1.0|0
32162555|0.770991379924|0.911904606057|1.10294117647|0.0
32352104|0.753569752121|0.875805020998|1.04115717268|0.5
32850083|0.821693484778|0.928836935273|1.01195652174|1.0
29216552|0.670819756543|0.870151300725|1.27692307692|0.0
34334994|0.719534746327|0.815714758306|1.055|0.142857142857
34062220|0.464949596262|0.729477307129|1.48|0.0
29086933|0.441084389974|0.705420495871|1.49|0.125
30326470|0.621693419746|0.76098539066|1.10576923077|0.0588235294118
31520861|0.43289160067|0.700663372084|1.6625|0.5
30045858|0.491835454993|0.695986050839|1.26|0.333333333333
29216801|0.68268678808|0.862898927019|1.22631578947|0.0
10959404|0.710526315789|0.831542422896|1.0|0.0
34236200|0.157617214368|0.188683084204|1.18888888889|0.5
29902780|0.602176501136|0.82146406997|1.25454545455|0.0
1966113|0.789765458422|0.897567958852|1.0|0.5
29197974|0.317552338058|0.510023832644|1.5|1.0
21832799|0.806704877188|0.941523623251|1.08737864078|0
26028176|0.476714211886|0.548981718673|1.075|0.529411764706
28884030|0.763333764135|0.910200085282|1.095|0.0
6309240|0.768200020904|0.899935193154|1.0355227882|0.241379310345
34474937|0.576137804748|0.75708745816|1.3023255814|0
24224402|0.754508271643|0.940962028749|1.16442199776|0.047619047619
20043586|0.777649300812|0.911488889285|1.07514450867|0.285714285714
4711962|0.816380986296|0.911305836879|1.00094607379|0.191489361702
21417560|0.686202062362|0.83556239773|1.13033707865|0.0980392156863
35141415|0.146428571429|0.284619333034|2.0|0
25111984|0.605715035291|0.894729324642|1.43333333333|0
30652435|0.271518743383|0.514939275969|2.2|0.0
19093533|0.592802169129|0.745808614419|1.03333333333|0.5
15577915|0.787626318636|0.898031166149|1.00340831629|0.515151515152
28524232|0.763959352782|0.899605678428|1.07008086253|0.263157894737
33274628|0.493000177211|0.708320173859|1.33333333333|0.0
5626024|0.594981838959|0.807323349892|1.228|0.0
20886043|0.719875056153|0.86717410241|1.08|0.0
29582088|0.758318040373|0.860674913404|1.0|0.5
3056891|0.697737628508|0.859562178819|1.15555555556|0.111111111111
18666417|0.136798452279|0.34223272373|3.20833333333|0.0
18400587|0.763495965377|0.8784936961|1.04|0.2
28668893|0.519363252333|0.875588324398|1.91961414791|0.0
27753453|0.416739898749|0.631872136472|1.45|0
18672993|0.71712803028|0.851789173162|1.02328767123|0.36
6377785|0.522738966768|0.614661594326|1.06|0
20312760|0.777137475063|0.89294255152|1.02300739523|0.0322580645161
26024737|0.65413557279|0.804861711047|1.14761720263|0.075
33467170|0.711493514205|0.814810566394|1.02941176471|0.0
33078019|0.288534539083|0.428845656234|1.77272727273|0.5
35146677|0.644254791887|0.724044923063|1.0011148272|0.75
18805669|0.828874972883|0.928960401322|1.02571428571|0.857142857143
24043308|0.731075302516|0.887976650571|1.09678321678|0.0434782608696
9559045|0.622004427637|0.815181712797|1.13636363636|0.4
30074104|0.504864407371|0.835749112953|1.45|1.0
22031444|0.679737532661|0.871852490971|1.21818181818|0.0909090909091
20398835|0.659705397869|0.88965195237|1.29546758462|0.0
27934334|0.724360583471|0.877110957431|1.13330004993|0.0
25569616|0.688384297103|0.879097403427|1.03|0.5
34042603|0.053022232024|0.0633741990322|1.01872659176|1.0
20430407|0.777872006675|0.930345617134|1.09578107184|0.0
20826468|0.53866077849|0.731783018559|1.31|0.0
1924522|0.761861406171|0.891026434994|1.0|0.2
33601893|0.69829231688|0.836024030863|1.1064516129|0.0
31767535|0.817973111574|0.927666863157|1.02873843156|0.15625
1859229|0.0144736842105|0.0172260039556|1.0|1.0
29216689|0.730023333315|0.884376543023|1.12608695652|0.5
18634892|0.790457541652|0.89555003342|1.0176056338|0.333333333333
29025907|0.597191719371|0.883599704312|1.60909090909|0.0
33946118|0.473138675718|0.690912659436|1.4|0.0
27753923|0.698215076559|0.892580378637|1.20833333333|0.6
31411282|0.312812575441|0.526550944207|1.59090909091|0
30501999|0.658590686942|0.76941142315|1.00769230769|1.0
32631430|0.390789324966|0.454268695885|1.13636363636|0.0
30901412|0.229621789982|0.355482373859|1.5612244898|0.0
16718271|0.676959286576|0.885223750243|1.20666666667|0.111111111111
29308580|0.499719130051|0.747727777552|1.4|0.0
14583334|0.438436263122|0.633685508661|1.47272727273|0.0
32022942|0.754737216609|0.907656673244|1.09241499564|0.107142857143
2143114|0.0391069959352|0.0440278761785|1.00684931507|1.0
4316379|0.813738978602|0.914929710028|1.02301587302|0.153846153846
24460114|0.337695078847|0.456931370842|1.19523809524|0.6
22535866|0.805204286681|0.918132333173|1.02962150302|0.375
14848125|0.495933014354|0.795572405459|1.55|0.0
22496080|0.4|0.688188342372|1.5|0
30353911|0.650641071583|0.808801797056|1.1625|0.0
18531561|0.741076751799|0.881888144041|1.07668711656|0.0
5861591|0.721428571429|0.802585592892|1.0|0.0
31490987|0.752814904779|0.883204706733|1.04283054004|0.0
18386513|0.490351546197|0.738294409477|1.71666666667|0
28990239|0.335404488944|0.546121199038|1.43333333333|0.0
34671410|0.691953814631|0.837444175622|1.02941176471|0.666666666667
24123748|0.872963761498|0.961747731255|1.02409638554|0
13581319|0.795159782114|0.899007352272|1.00883152174|0.563636363636
33058612|0.741691254829|0.907548372495|1.10571428571|0.0833333333333
19480545|0.678516889977|0.838837917266|1.13794926004|0.113636363636
29571331|0.446599679666|0.741715732478|1.575|0.25
