worker_id|worker_agreement|avg_worker_sentence_agreement|avg_annotation_count|high_cosine_fails
33579296|0.268907563025|0.605469583236|2.55|0.0
23287154|0.44904646046|0.66993907164|1.58015267176|0.0
27259708|0.702133429952|0.872258753141|1.16|0.0
21088425|0.502744604704|0.788496427238|1.59010936757|0.0222222222222
29411108|0.711344296259|0.803786716999|1.075|0.0
29354735|0.434019109147|0.750064596645|2.06091772152|0.016835016835
21017840|0.565789473684|0.694646417732|1.0|0.545454545455
29768955|0.696169649447|0.830204575526|1.098|0.016393442623
33427067|0.392888167806|0.648955235795|1.91|0.0
29618548|0.296552475479|0.418746306447|1.5|0.294117647059
30506788|0.452479887615|0.783174718584|2.055|0.0
30184706|0.400270756515|0.662235401421|1.88|0.0322580645161
30782237|0.692715134831|0.831968878949|1.07837837838|0.030487804878
30379067|0.14917400427|0.154754493729|1.07647058824|0.755102040816
30000442|0.478623675993|0.62098214265|1.22142857143|0.114285714286
34456752|0.58551092373|0.78662239029|1.3275|0.0462962962963
5861591|0.653159617953|0.840071628488|1.17|0.0151515151515
32162555|0.476997773332|0.771681202357|1.9|0.00518134715026
32352104|0.659855249312|0.805546544556|1.0994869507|0.150417827298
31520861|0.430244884608|0.708370817925|1.94927536232|0.0
29216552|0.638399656428|0.760553992332|1.14042553191|0.0793650793651
34564840|0.618506038133|0.771001430627|1.81|0.0
15572957|0.28733997155|0.686347425884|3.7|0.0
13642047|0.422808832742|0.679288833141|1.68|0.0
15555970|0.454225536368|0.691577181306|1.5|0.0
27914150|0.691276803119|0.837077064384|1.35|0.0
30326470|0.500116499442|0.63902994275|1.1869047619|0.0994764397906
34310494|0.109496395521|0.142427651731|1.615|0.888888888889
19306363|0.396451928562|0.697280595755|1.91|0.0597014925373
26090878|0.753036437247|0.835482438426|1.3|0.166666666667
29216801|0.650864071021|0.777543786213|1.13744740533|0.0643274853801
10959404|0.694736842105|0.802894834849|1.0|0.5
29902780|0.61924182483|0.79559623899|1.20388349515|0.142857142857
1966113|0.699035379091|0.809156183794|1.00510204082|0.195652173913
31302995|0.545322441276|0.738895279224|1.4|0.103448275862
15016371|0.749967358233|0.890000535705|1.15|0.0555555555556
31722487|0.338114519944|0.431961922767|1.34444444444|0.0
3056891|0.538560299204|0.753671542025|1.59|0.0
33058612|0.666462797908|0.854472550237|1.22148148148|0.0147058823529
27959072|0.507224544208|0.702778218869|1.365|0.0888888888889
16469970|0.638960614157|0.797188289927|1.15|0.0727272727273
20043586|0.691257586632|0.8470354273|1.13659793814|0.027027027027
4711962|0.583752907157|0.686560904694|1.00045207957|0.167766258247
34685671|0.498427167589|0.60405991109|1.14|0.647058823529
21417560|0.605127770586|0.718679296446|1.11439842209|0.0332103321033
28103910|0.655480411856|0.794914420992|1.12|0.0
23503585|0.435238438196|0.71399949414|1.89285714286|0.0406504065041
15577915|0.655729704415|0.75408706712|1.01756756757|0.29203539823
28524232|0.701111645221|0.862114827327|1.08906426156|0.114219114219
14723284|0.742059811534|0.871711193593|1.01041666667|0.0409836065574
5626024|0.501269495787|0.745834745105|1.83409090909|0.030303030303
34663049|0.583897744393|0.831954777806|1.32|0.0
28548715|0.542910641005|0.643302202351|1.11538461538|0.31746031746
29582088|0.698210923887|0.79121628473|1.00158730159|0.177142857143
7111544|0.622975746443|0.813162049711|1.19|0.157894736842
6309240|0.63558043392|0.822321668721|1.24057142857|0.0411899313501
34229135|0.463157894737|0.791025953828|2.5|0.0
27753453|0.677547273757|0.7856022507|1.8|0.0
18672993|0.700926864682|0.840671392902|1.05573770492|0.030303030303
20312760|0.676679544446|0.795278205764|1.07856093979|0.125698324022
26024737|0.648527190962|0.800881018648|1.15775834143|0.0332871012483
16106259|0.50476848761|0.58765819592|1.02|0.210526315789
33467170|0.674210550833|0.879603141647|1.29|0.0294117647059
32338429|0.509213191524|0.687272483726|1.37222222222|0.0
35146677|0.414967925873|0.46216649393|1.0|0.484126984127
32286780|0.620094652485|0.782336857461|1.255|0.0392156862745
18805669|0.497711670481|0.713537851183|1.53333333333|0.0
30769787|0.543181920365|0.763165349963|1.47222222222|0.03125
24043308|0.633255862832|0.826579113893|1.22690395185|0.0316593886463
9559045|0.653869751132|0.794972039631|1.5|0.0566037735849
22031444|0.571771064791|0.790586541814|1.43513513514|0.0579710144928
20398835|0.56305005986|0.797316012707|1.36236933798|0.0387596899225
27934334|0.580180660887|0.771884694305|1.32523364486|0.0239043824701
32173500|0.70567470242|0.846474987958|1.0985915493|0.056338028169
3587109|0.652096617182|0.756958196569|1.02602010645|0.196622436671
20430407|0.645711000817|0.871383843603|1.22803195352|0.0302114803625
29849805|0.422908648575|0.754207189927|3.39|0.0588235294118
